,rxn_smarts
3655,ClC1=CN=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2.C1(C2=CC=CC=C2)=CC=NO1.CN1CCCN2C1=NCCC2>CC1=CC=C(C2=CN=CC=C2)C=C1
3656,BrC1=CC=C(C(F)(F)F)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.CCOC(C1=CON=C1)=O.CN1CCCN2C1=NCCC2>CC1=CC=C(C2=CC=C(C(F)(F)F)C=C2)C=C1
3657,BrC1=CC=C(C(F)(F)F)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC.FC(C=CC=C1F)=C1C2=CC=NO2.CN1CCCN2C1=NCCC2>CC1=CC=C(C2=CC=C(C(F)(F)F)C=C2)C=C1
3658,IC1=CC=C(C(F)(F)F)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC.CC1=CC=NO1.CN1CCCN2C1=NCCC2>CC1=CC=C(C2=CC=C(C(F)(F)F)C=C2)C=C1
3659,ClC1=CC=C(OC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC.CC1=CC(C(OCC)=O)=NO1.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=CC=C(OC)C=C2)C=C1
3660,IC1=CC=C(CC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.CC1=NOC(C2=CC=CC=C2)=C1.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=CC=C(CC)C=C2)C=C1
3661,BrC1=NC=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2.O=C(OC)C1=NOC(C2=CC=CS2)=C1.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=NC=CC=C2)C=C1
3662,BrC1=CC=C(C(F)(F)F)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC.CCOC(C1=NOC=C1)=O.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=CC=C(C(F)(F)F)C=C2)C=C1
3663,BrC1=CC=C(CC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.CC1=CC(C)=NO1.CN1CCCN2C1=NCCC2>CC1=CC=C(C2=CC=C(CC)C=C2)C=C1
3664,IC1=NC=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2.C1(N(CC2=CC=CC=C2)CC3=CC=CC=C3)=NOC=C1.CN1CCCN2C1=NCCC2>CC1=CC=C(C2=NC=CC=C2)C=C1
3665,BrC1=CC=C(C(F)(F)F)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.O=C(OC)C1=NOC(C2=CC=CS2)=C1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC>CC1=CC=C(C2=CC=C(C(F)(F)F)C=C2)C=C1
3666,IC1=CC=C(C(F)(F)F)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.C12=C(C=CC=C2)ON=C1.CN1CCCN2C1=NCCC2>CC1=CC=C(C2=CC=C(C(F)(F)F)C=C2)C=C1
3667,ClC1=CC=C(CC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC.O=C(OC)C1=NOC(C2=CC=CO2)=C1.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=CC=C(CC)C=C2)C=C1
3668,BrC1=CN=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.C12=CON=C1C=CC=C2.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC>CC1=CC=C(C2=CN=CC=C2)C=C1
3669,BrC1=CN=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC.C1(C2=CC=CC=C2)=CC=NO1.CN1CCCN2C1=NCCC2>CC1=CC=C(C2=CN=CC=C2)C=C1
3670,IC1=CN=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC.CC1=C(C(OCC)=O)C=NO1.CN1CCCN2C1=NCCC2>CC1=CC=C(C2=CN=CC=C2)C=C1
3671,ClC1=CC=C(CC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.CCOC(C1=NOC=C1)=O.CN1CCCN2C1=NCCC2>CC1=CC=C(C2=CC=C(CC)C=C2)C=C1
3672,BrC1=NC=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.CC1=CC(C)=NO1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC>CC1=CC=C(C2=NC=CC=C2)C=C1
3673,IC1=NC=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC.CC1=C(C(OCC)=O)C=NO1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC>CC1=CC=C(C2=NC=CC=C2)C=C1
3674,IC1=CC=C(C(F)(F)F)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2.CC1=CC(N2C=CC=C2)=NO1.CN1CCCN2C1=NCCC2>CC1=CC=C(C2=CC=C(C(F)(F)F)C=C2)C=C1
3675,IC1=CN=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2.O=C(OC)C1=CC=NO1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC>CC1=CC=C(C2=CN=CC=C2)C=C1
3676,ClC1=NC=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC.CC1=NOC(C(OCC)=O)=C1.CN1CCCN2C1=NCCC2>CC1=CC=C(C2=NC=CC=C2)C=C1
3677,IC1=NC=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.C12=C(C=CC=C2)ON=C1.CN1CCCN2C1=NCCC2>CC1=CC=C(C2=NC=CC=C2)C=C1
3678,IC1=CC=C(C(F)(F)F)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2.CC1=CC(C(OCC)=O)=NO1.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=CC=C(C(F)(F)F)C=C2)C=C1
3679,IC1=CC=C(OC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC.C1(N(CC2=CC=CC=C2)CC3=CC=CC=C3)=CC=NO1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC>CC1=CC=C(C2=CC=C(OC)C=C2)C=C1
3680,ClC1=CC=C(C(F)(F)F)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2.C1(C2=CC=CC=C2)=CC=NO1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC>CC1=CC=C(C2=CC=C(C(F)(F)F)C=C2)C=C1
3681,BrC1=CC=C(CC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.O=C(OC)C1=NOC(C2=CC=CS2)=C1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC>CC1=CC=C(C2=CC=C(CC)C=C2)C=C1
3682,IC1=CC=C(C(F)(F)F)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.CC1=C(C(OCC)=O)C=NO1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC>CC1=CC=C(C2=CC=C(C(F)(F)F)C=C2)C=C1
3683,ClC1=NC=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC.CC1=C(C(OCC)=O)C=NO1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC>CC1=CC=C(C2=NC=CC=C2)C=C1
3684,IC1=CC=C(OC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.COC1=NOC(C(OCC)=O)=C1.CN1CCCN2C1=NCCC2>CC1=CC=C(C2=CC=C(OC)C=C2)C=C1
3685,BrC1=NC=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.C1(C2=CC=CC=C2)=NOC=C1.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=NC=CC=C2)C=C1
3686,BrC1=NC=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2.COC1=NOC(C(OCC)=O)=C1.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=NC=CC=C2)C=C1
3687,BrC1=CC=C(CC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.CCOC(C1=CON=C1)=O.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=CC=C(CC)C=C2)C=C1
3688,ClC1=NC=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.CC1=CC(C(OCC)=O)=NO1.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=NC=CC=C2)C=C1
3689,BrC1=CN=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC.C12=CON=C1C=CC=C2.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC>CC1=CC=C(C2=CN=CC=C2)C=C1
3690,ClC1=CN=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2.C1(C2=CC=CC=C2)=CC=NO1.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=CN=CC=C2)C=C1
3691,IC1=CC=C(C(F)(F)F)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.CCOC(C1=NOC=C1)=O.CN1CCCN2C1=NCCC2>CC1=CC=C(C2=CC=C(C(F)(F)F)C=C2)C=C1
3692,BrC1=NC=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC.FC(C=CC=C1F)=C1C2=CC=NO2.CN1CCCN2C1=NCCC2>CC1=CC=C(C2=NC=CC=C2)C=C1
3693,IC1=CC=C(OC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2.C1(C2=CC=CC=C2)=CC=NO1.CN1CCCN2C1=NCCC2>CC1=CC=C(C2=CC=C(OC)C=C2)C=C1
3694,ClC1=CC=C(OC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.C1(N(CC2=CC=CC=C2)CC3=CC=CC=C3)=CC=NO1.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=CC=C(OC)C=C2)C=C1
3695,ClC1=NC=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.O=C(OC)C1=CC=NO1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC>CC1=CC=C(C2=NC=CC=C2)C=C1
3696,IC1=CC=C(CC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC.C12=CON=C1C=CC=C2.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=CC=C(CC)C=C2)C=C1
3697,ClC1=CC=C(OC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.CCOC(C1=NOC=C1)=O.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=CC=C(OC)C=C2)C=C1
3698,ClC1=CC=C(OC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.CCOC(C1=CON=C1)=O.CN1CCCN2C1=NCCC2>CC1=CC=C(C2=CC=C(OC)C=C2)C=C1
3699,BrC1=NC=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.CC1=CC(N2C=CC=C2)=NO1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC>CC1=CC=C(C2=NC=CC=C2)C=C1
3700,BrC1=NC=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC.COC1=NOC(C(OCC)=O)=C1.CN1CCCN2C1=NCCC2>CC1=CC=C(C2=NC=CC=C2)C=C1
3701,BrC1=CC=C(C(F)(F)F)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.CCOC(C1=NOC=C1)=O.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=CC=C(C(F)(F)F)C=C2)C=C1
3702,BrC1=CC=C(C(F)(F)F)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC.CCOC(C1=NOC=C1)=O.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC>CC1=CC=C(C2=CC=C(C(F)(F)F)C=C2)C=C1
3703,BrC1=NC=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2.C1(C2=CC=CC=C2)=CON=C1.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=NC=CC=C2)C=C1
3704,BrC1=CN=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.C1(N(CC2=CC=CC=C2)CC3=CC=CC=C3)=NOC=C1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC>CC1=CC=C(C2=CN=CC=C2)C=C1
3705,BrC1=CC=C(OC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.FC(C=CC=C1F)=C1C2=CC=NO2.CN1CCCN2C1=NCCC2>CC1=CC=C(C2=CC=C(OC)C=C2)C=C1
3706,IC1=CC=C(OC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.O=C(OC)C1=CC=NO1.CN1CCCN2C1=NCCC2>CC1=CC=C(C2=CC=C(OC)C=C2)C=C1
3707,IC1=CC=C(OC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.CC1=CC(C)=NO1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC>CC1=CC=C(C2=CC=C(OC)C=C2)C=C1
3708,BrC1=CC=C(OC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.CCOC(C1=CON=C1)=O.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=CC=C(OC)C=C2)C=C1
3709,BrC1=CC=C(C(F)(F)F)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.C1(C2=CC=CC=C2)=CON=C1.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=CC=C(C(F)(F)F)C=C2)C=C1
3710,BrC1=NC=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2.CC1=NOC=C1.CN1CCCN2C1=NCCC2>CC1=CC=C(C2=NC=CC=C2)C=C1
3711,ClC1=CC=C(C(F)(F)F)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.C12=CON=C1C=CC=C2.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=CC=C(C(F)(F)F)C=C2)C=C1
3712,ClC1=CC=C(C(F)(F)F)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC.CCOC(C1=NOC=C1)=O.CN1CCCN2C1=NCCC2>CC1=CC=C(C2=CC=C(C(F)(F)F)C=C2)C=C1
3713,IC1=CC=C(OC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2.C12=C(C=CC=C2)ON=C1.CN1CCCN2C1=NCCC2>CC1=CC=C(C2=CC=C(OC)C=C2)C=C1
3714,BrC1=CN=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.C1(C2=CC=CC=C2)=CON=C1.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=CN=CC=C2)C=C1
3715,ClC1=CC=C(OC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2.C1(C2=CC=CC=C2)=CC=NO1.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=CC=C(OC)C=C2)C=C1
3716,ClC1=CC=C(OC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.CC1=CC(C)=NO1.CN1CCCN2C1=NCCC2>CC1=CC=C(C2=CC=C(OC)C=C2)C=C1
3717,IC1=CC=C(C(F)(F)F)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC.C1(C2=CC=CC=C2)=CC=NO1.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=CC=C(C(F)(F)F)C=C2)C=C1
3718,ClC1=CC=C(C(F)(F)F)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC.COC1=NOC(C(OCC)=O)=C1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC>CC1=CC=C(C2=CC=C(C(F)(F)F)C=C2)C=C1
3719,ClC1=NC=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2.CC1=CC(C)=NO1.CN1CCCN2C1=NCCC2>CC1=CC=C(C2=NC=CC=C2)C=C1
3720,BrC1=CN=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC.O=C(OC)C1=NOC(C2=CC=CO2)=C1.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=CN=CC=C2)C=C1
3721,IC1=CN=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.CC1=NOC(C2=CC=CC=C2)=C1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC>CC1=CC=C(C2=CN=CC=C2)C=C1
3722,ClC1=CC=C(C(F)(F)F)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.COC1=NOC(C(OCC)=O)=C1.CN1CCCN2C1=NCCC2>CC1=CC=C(C2=CC=C(C(F)(F)F)C=C2)C=C1
3723,ClC1=CN=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2.O=C(OC)C1=NOC(C2=CC=CO2)=C1.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=CN=CC=C2)C=C1
3724,IC1=NC=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.C1(C2=CC=CC=C2)=CC=NO1.CN1CCCN2C1=NCCC2>CC1=CC=C(C2=NC=CC=C2)C=C1
3725,BrC1=CC=C(C(F)(F)F)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2.C12=C(C=CC=C2)ON=C1.CN1CCCN2C1=NCCC2>CC1=CC=C(C2=CC=C(C(F)(F)F)C=C2)C=C1
3726,IC1=CC=C(CC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.C1(N(CC2=CC=CC=C2)CC3=CC=CC=C3)=CC=NO1.CN1CCCN2C1=NCCC2>CC1=CC=C(C2=CC=C(CC)C=C2)C=C1
